,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
328,Jackson St.,SWAC,29,12–17,92.4,108.8,.1324,44.2,49.6,18.5,19.8,34,28.7,33.7,48.4,44,49.6,29.8,33.1,65.6,-13.5
329,Southern Utah,BSky,31,4–27,100.7,118.7,.1309,47.7,56.6,18.4,16.7,29.4,29.4,40.3,51.3,43,54.2,36.3,40.2,72.7,-22.7
330,Hartford,AE,32,9–23,92.5,109.9,.1215,47.5,51.9,20.4,18.4,24.7,34.3,32.6,34.9,45,48.7,33.9,38.9,70.3,-17.9
331,Lafayette,Pat,29,8–21,94.8,112.7,.1211,49.1,54.5,20.7,18.2,20,29.1,29.4,30.4,49.2,52.2,32.6,38.4,71.1,-15.8
332,Southern Miss,CUSA,29,7–22,90.9,108.2,.1189,45,52.2,18.1,16.6,22.3,25.8,29.3,33.9,45.4,49.4,29.6,37.4,66.9,-16.6
333,Maine,AE,31,6–25,91.8,110.0,.1110,45.5,53,19.1,16.6,26.9,28.8,29.6,33.5,44.8,52.2,31.2,36.4,69.6,-18.6
334,Bethune Cookman,MEAC,30,8–22,95.4,114.4,.1106,46.8,53.1,17.7,19.6,31.1,35.6,28.2,40,45.9,54.7,32.3,33.6,69.6,-18.6
335,Grambling St.,SWAC,30,13–17,94.4,113.4,.1082,46.8,55.5,20.2,24.3,32,35,38.1,42.2,46.6,54.8,31.5,37.8,68.5,-13.5
336,Chicago St.,WAC,29,3–26,91.6,110.4,.1052,42.4,55,19.6,18.3,26.1,31.1,27.8,35.5,40.7,55.7,30.4,36.1,68.7,-18.2
337,South Carolina St.,MEAC,29,9–20,98.4,118.7,.1045,47.4,54.3,18,17.6,28.1,35.8,30.4,39.1,47.1,55.7,32,34.4,69.4,-13
338,Delaware St.,MEAC,30,8–22,94.2,113.6,.1039,47.8,52.3,19.6,20.3,28.5,37.2,30.1,39.1,44.7,52.6,35.1,34.7,67.3,-17.3
339,Howard,MEAC,32,8–24,90.3,109.5,.0978,43.4,49.7,21.5,18.2,32.3,33.3,43.4,35.8,43.3,47.2,29,36,68.7,-17.9
340,Central Connecticut,NEC,29,6–23,92.7,113.0,.0930,46.7,54,21.2,20.2,31.5,32.5,33.3,34.6,44.6,52.2,35.1,38,66.5,-19.5
341,Mississippi Valley St.,SWAC,32,7–25,94.8,118.9,.0689,46.6,56.4,19.7,19.5,30.4,33.9,33.5,37.8,44.9,56,34.3,38.1,72.5,-18.1
342,Alabama St.,SWAC,30,7–23,89.7,112.5,.0687,44.3,50.3,22,18,34.5,31.8,34.6,42.6,44.4,49.7,29.4,34.5,70,-19.1
343,Florida A&M,MEAC,28,5–23,92.7,116.5,.0674,46.5,53.2,18.5,18.9,26.3,34.7,37.6,33.9,44.7,52.5,33.9,36.1,71.2,-20.1
344,St. Francis NY,NEC,30,3–27,87.8,111.3,.0611,41,52.7,17.4,20,27.9,33.4,31.8,46.9,40.1,52.2,28.2,36,68.5,-22.4
345,Coppin St.,MEAC,30,7–23,91.3,116.2,.0588,43.9,54.4,19.1,18.9,28,33.1,40,40,41.7,55,31.7,35.6,70,-17.7
346,Longwood,BSth,28,4–24,91.3,117.0,.0541,49.3,55.1,21.9,17.4,21.5,34.1,29,32.2,49.6,52.5,32.5,40,71.9,-19.4
347,North Carolina A&T,MEAC,30,1–29,94.8,122.3,.0508,47.6,53.1,21.7,14.3,31.8,32.9,33.4,38.9,47.3,50.1,32.2,38.3,64.6,-25.1
348,Arkansas Pine Bluff,SWAC,30,6–24,84.4,110.2,.0446,46,52.2,25.9,23.5,29.9,35.4,32.8,58.5,42.9,54.3,34.4,32.6,69,-20.1
349,Presbyterian,BSth,28,3–25,88.1,118.3,.0324,45.5,56.1,23.3,16.9,29,31.9,27.7,36.7,43.2,53.3,33.6,39.6,65.3,-20.3
350,Alabama A&M,SWAC,29,2–27,90.2,123.3,.0267,44.3,53.7,19.8,14,29.3,36.2,39.5,33.7,45.6,53.2,27.5,36.3,65.8,-23.8
