,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
327,Stonehill,NEC,30,14-17,94.3,108.0,.1740,50.9,50.2,19.7,19.8,19.1,31.4,32.2,27.3,49.9,49,34.8,34.6,66.7,-12.6
328,McNeese St.,Slnd,33,11-23,98.9,113.3,.1735,49,55,21.6,18.4,33.3,30.9,29.2,34.9,49.2,52.1,32.4,39.7,66.2,-16.5
329,Cal St. Northridge,BW,30,7-25,95.0,108.8,.1722,44.1,50.4,19.6,18,27.3,30.5,36.6,39,42.8,49.6,31.2,34.6,65.2,-19
330,Western Michigan,MAC,28,8-23,101.3,116.4,.1688,48.8,54.8,19.1,14.4,33,27.6,27.8,33.1,49.3,54.4,32.1,37,65.6,-16.8
331,St. Francis PA,NEC,29,13-18,100.6,115.6,.1687,51.9,51.9,18.3,14.7,25.3,28.9,32.8,29.9,50.4,52.7,36.4,33.7,68.4,-14.4
332,Incarnate Word,Slnd,28,12-19,96.7,111.6,.1620,48.5,54.4,20,20.5,26.3,33.2,33.3,32.7,47.3,53.9,34.1,36.8,66.9,-15.4
333,Austin Peay,ASun,28,9-22,96.0,110.8,.1601,46.3,54.7,17.4,19.5,26,31.9,26.1,37,46,56.4,31.2,34.4,64.9,-15.9
334,The Citadel,SC,31,10-22,96.9,112.3,.1545,49.3,52.4,18.2,16.9,20.8,31.7,28.9,33.9,49.6,53.5,32.5,33.9,67.2,-16.1
335,Sacred Heart,NEC,32,16-17,95.6,111.2,.1504,48.4,50.2,18.8,19.4,28.8,30.8,27.6,26.5,49.8,49.7,30.6,34.1,69.9,-13.6
336,Stony Brook,CAA,31,11-22,95.1,110.6,.1496,47.5,50.3,19.6,14,21.9,27.4,29.4,26.2,48.1,50,31.1,33.8,63.9,-16
337,Presbyterian,BSth,30,5-27,93.5,109.3,.1415,47.3,54,20.8,18.4,29.9,29.5,36.5,39.1,47.3,52,31.5,38.5,64.5,-22.4
338,Central Michigan,MAC,29,10-21,92.5,108.4,.1388,46.5,51.9,22.9,19.2,30.5,32.5,36.9,41,47.4,50.9,30,35.6,67.4,-15.2
339,Lindenwood,OVC,29,11-21,95.9,112.5,.1381,48.8,52.4,19.5,17.8,23,31,28.3,31.1,45.7,52,36.2,35.2,67.1,-16.3
340,Holy Cross,Pat,30,10-22,94.0,110.3,.1375,48.5,51.8,17.5,17.4,21.5,30.1,25.5,27.8,46.5,53.9,35.3,31.9,69,-18.1
341,South Carolina St.,MEAC,30,5-26,98.2,115.3,.1367,46.9,57.7,20.9,21,34.2,34.5,29.2,43.5,47.3,56.8,30.8,39.5,71.8,-20
342,Columbia,Ivy,27,7-22,94.3,110.8,.1362,45.5,52,19.9,17.6,25.3,30.9,28.1,28.8,45.4,53.2,30.4,33.1,69.8,-16.7
343,Coppin St.,MEAC,32,9-23,97.8,115.2,.1318,51,53.2,20.1,18.5,18.6,35.7,37.2,34.2,51.4,55,33.7,33.8,72,-16.4
344,Central Connecticut,NEC,32,10-22,96.6,114.1,.1283,48.1,51.3,17.9,16.4,28.5,28.2,23.3,26.5,47.5,50.2,32.7,35.4,64.4,-18.5
345,Albany,AE,29,8-23,97.7,116.1,.1216,47.3,55.3,19.2,16.6,27.8,26.7,31,36.8,46.6,56.5,32.2,35.3,67.4,-17.4
346,Bethune Cookman,SWAC,30,12-20,96.5,114.7,.1207,46.6,52.7,18.3,19.3,26.9,34.7,32.1,35.2,43.1,52.1,35.8,35.8,68.8,-15.7
347,Hampton,CAA,31,8-24,97.4,115.8,.1202,45.1,53.9,16,15.7,26.5,30.3,32.1,35.3,43.4,52.2,32.1,37.9,68.9,-18.5
348,Houston Christian,Slnd,29,10-22,101.2,120.4,.1193,51.4,57.5,21.1,16.7,28,31.6,40.6,33.3,49.5,57.9,36.1,37.8,70.7,-17.8
349,Eastern Illinois,OVC,29,9-22,93.7,111.5,.1193,48,52.2,19.2,19.7,25.3,32.2,32.4,32.5,47.7,52.4,32.6,34.6,68,-17.8
350,Evansville,MVC,32,5-27,91.2,108.8,.1164,45.1,55.8,17.6,18.9,20.7,25.5,29.4,30.1,43.4,54.8,32.2,38.1,69.6,-20.2
351,Monmouth,CAA,33,7-26,91.9,109.6,.1158,43.8,54.4,21.1,21,30.3,32.9,33.1,38.8,44,53.4,28.8,37,68.4,-19
352,Alabama St.,SWAC,30,8-23,92.1,111.0,.1044,42.3,49.7,18.7,17.7,31.7,34.4,31.2,34.6,40.4,48.9,30.8,34.2,66.4,-17.1
353,VMI,SC,29,7-25,97.4,117.6,.1033,47.8,56.9,19.3,14.6,28.9,27.3,21,28.1,45,57.7,34.2,37.4,66.8,-19.9
354,Lamar,Slnd,28,9-22,94.7,114.5,.1010,47.6,53,21.2,17.1,31.9,33.5,32.2,30.8,47.5,54.5,31.9,34.1,65.8,-18.4
355,St. Francis NY,NEC,28,14-16,91.0,110.1,.1006,45.9,50.5,21.1,19.6,30.9,31.8,31.1,31.6,41.6,47.1,36.5,39.7,65.9,-13.1
356,Mississippi Valley St.,SWAC,32,5-27,92.4,112.1,.0980,45.4,53.3,23.4,19.5,28.7,32.4,38,39.8,42.8,53,34.9,35.8,67.2,-20.1
357,Florida A&M,SWAC,27,7-22,89.8,109.0,.0968,45,51.1,24,18,27.6,33.6,31.4,44.6,43.2,51.8,32.1,33.2,65.1,-16.3
358,Delaware St.,MEAC,27,6-23,91.6,111.6,.0930,45.7,54.4,23.5,19,30.1,29.4,29.3,37,45.1,50.6,31.4,39.5,67.7,-17.5
359,IUPUI,Horz,30,5-27,96.2,118.3,.0848,49.7,55,23.2,16.7,29,31.9,32.2,36,51.7,54.6,29.8,37.2,67.1,-22.3
360,Green Bay,Horz,32,3-29,91.2,114.7,.0668,46,54.8,21.1,16.1,21.7,32.4,31.5,31.6,46.6,56.1,30.1,35,65.2,-22.9
361,Hartford,ind,25,5-23,90.1,118.3,.0421,47.7,55.4,22.7,17.6,25.2,33.5,24.1,27.7,47.4,53.8,32,38.7,65.5,-19.9
362,LIU Brooklyn,NEC,27,3-26,87.0,117.2,.0314,45.6,55.1,22.7,16.7,24.7,30.3,31.7,32.1,44.8,54.6,32,37.4,72.6,-21.4
