,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
328,Cal Poly,BW,29,7–22,96.6,113.1,.1396,46.6,53.2,17.4,16.3,24.7,29.6,26.7,34.6,41.5,49.8,35.8,40.1,67.4,-16.7
329,USC Upstate,ASun,28,3–25,105.1,123.1,.1395,50.1,59.5,16.1,15,27,30.8,21.6,36.1,49.3,56.7,34.1,43.1,70.1,-19.5
330,Northern Arizona,BSky,30,4–26,92.7,109.5,.1280,44.9,55.3,22,19,27,29.5,42.6,37,44.5,52.6,30.5,39.4,70.2,-19.2
331,Maine,AE,30,4–26,90.8,107.4,.1256,46,51.4,21.8,18.1,25.5,30.7,29.2,36.7,47.1,51.3,29.6,34.4,72.2,-20.2
332,Presbyterian,BSth,29,8–21,96.9,115.1,.1212,49,55.3,18.8,17.8,24.9,30,28,29.3,46.8,55.5,34.6,36.7,64.6,-16.2
333,Arkansas Pine Bluff,SWAC,35,14–21,92.6,110.2,.1193,49.6,49.2,20.6,22.7,23.4,37.8,36.6,44.7,49.7,49.1,32.9,32.9,68.8,-16.3
334,VMI,SC,28,7–21,89.4,106.8,.1150,45.7,52.1,21.4,18.8,25.4,30.3,27.7,34.2,43.7,52.1,32.3,34.6,70.1,-15.7
335,Incarnate Word,Slnd,24,3–21,95.0,114.1,.1083,47.6,52.5,23.2,17.7,26.9,35.4,41.1,33.8,45.4,50.6,34.6,37.6,70.6,-16.4
336,Howard,MEAC,31,8–23,98.0,118.0,.1056,48.8,53.4,18,18.8,28.9,34.9,34.5,38.3,46.7,53.7,34.9,35.3,71.4,-18.5
337,Jackson St.,SWAC,30,10–20,90.2,108.9,.1029,43,51.8,17.3,21.4,30.7,31.7,24.9,46.6,39.3,51.5,32.8,34.9,64.9,-16
338,Bryant,NEC,31,3–28,98.5,119.5,.0974,47.9,57.6,18.2,17.9,26.2,34.1,27.8,33,45.5,55.4,34.4,40.5,71.3,-23
339,Alcorn St.,SWAC,28,7–21,94.0,114.3,.0960,48.3,52.1,20.8,17.9,27.1,33.1,33.7,40.1,47.8,50.4,32.7,36.3,69.2,-16.4
340,Longwood,BSth,30,4–26,89.3,109.4,.0885,46.3,52.4,23,17.6,22.7,30.5,35.3,34.2,45.8,53.2,31.5,34.1,70.3,-21.2
341,Alabama St.,SWAC,31,8–23,94.5,115.9,.0875,46.5,51.9,19.9,18.3,31.9,34.7,35.2,46.6,45.2,49.4,32.8,37.7,70.2,-18.2
342,South Carolina St.,MEAC,30,8–22,95.6,118.3,.0789,46.7,56.5,18.5,18.9,29.4,32.8,35.9,33.6,45.7,57.8,32.7,36.3,71.9,-17.3
343,Northwestern St.,Slnd,25,2–23,88.2,110.1,.0723,44.3,54.1,24.7,19.1,32.4,34.5,33.2,40.1,44.9,53.1,28.3,37.2,70.5,-18.1
344,Florida A&M,MEAC,33,8–25,94.1,117.6,.0716,47.2,53.6,19.5,18.7,27.5,36.5,32.1,36.2,44.8,54.4,35.1,34.8,68.4,-19
345,Chicago St.,WAC,30,1–29,94.4,118.2,.0699,44.6,59.1,20.9,18.2,25.5,34.6,31.6,41.2,43.6,57.9,31.4,40.6,73.4,-20.2
346,Coppin St.,MEAC,32,5–27,86.1,109.7,.0581,43.3,49.2,20.5,17.9,22.3,31.9,27.1,37.6,41,48.3,30.5,33.7,68.7,-20.9
347,Mississippi Valley St.,SWAC,32,4–28,89.4,114.9,.0529,42.6,54.9,19.1,19.6,30.4,31.1,29.1,39.2,41.6,54.6,30.1,36.8,69.9,-22.4
348,Maryland Eastern Shore,MEAC,30,5–25,91.1,117.9,.0494,43.1,54.7,19.4,16,28.2,34.7,29.7,31.8,44.3,54.3,27.5,36.8,66.4,-19.2
349,Alabama A&M,SWAC,31,3–28,87.2,114.6,.0415,45,54,24.2,16.6,30,32.5,31.4,29.8,44.8,52.3,30.3,38.4,67.5,-22.9
350,Delaware St.,MEAC,30,2–28,90.5,120.0,.0373,47.3,55.9,22.8,18.2,29.3,33.7,28.5,35.7,46.1,53.8,33.2,38.9,66.2,-24
