,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
328,Binghamton,AE,30,5–25,90.9,108.9,.1110,44.6,52.3,21.6,20.4,26.2,32.5,39.8,33.8,43.9,49.8,30.6,37.5,63.6,-19
329,South Carolina St.,MEAC,31,9–22,88.6,106.5,.1072,42.4,51,19.4,20.1,30.1,33.2,32.8,36.4,41.1,51.5,30.1,33.4,65.2,-16.9
330,Tennessee St.,OVC,29,3–26,87.9,105.7,.1064,43.9,50.4,22.1,18.3,26.5,32.8,40.4,42,40,51.5,34.8,32.7,64,-19.5
331,Bethune Cookman,MEAC,30,9–21,89.7,108.2,.1039,44.2,48.2,22.7,20.9,34.4,34.1,40.3,46.4,44.4,47.5,29.1,33.1,60.7,-17.9
332,UT Rio Grande Valley,WAC,28,7–21,92.1,111.1,.1039,44.7,50.5,20.9,19,30.4,36.6,38.6,35.4,45.6,50.1,28.2,34.1,64.4,-16
333,North Carolina A&T,MEAC,30,7–23,91.5,110.6,.1017,44.6,50.4,23.6,18.8,34.1,34.4,37.3,40.9,45.7,47.8,28.4,36.5,62.7,-18
334,Abilene Christian,Slnd,28,7–21,92.1,111.3,.1016,47.3,55.3,19.8,20.8,24.1,33.9,28.3,44.7,42,55.2,37.8,37,64,-16.5
335,Jacksonville,ASun,29,7–22,94.7,114.6,.1010,46.6,54.5,18.6,19.1,27.7,33.8,39.3,38.8,43.1,54.1,35.8,36.8,64,-17.4
336,Stetson,ASun,28,6–22,94.6,114.5,.1009,48.1,51.6,18.3,16.4,26.1,35.1,34.1,31.5,48.3,49.1,31.8,37.1,66.3,-17.6
337,Liberty,BSth,28,4–24,88.8,107.6,.0989,46,50.2,24.5,18.1,30.6,32.5,40.2,41.8,45.8,48,31,35.6,66.2,-20.2
338,Chicago St.,WAC,29,5–24,87.7,106.3,.0983,42.3,52.8,23.5,22.3,33.6,33.3,27.1,53.9,40.6,50,30.2,38.1,63.5,-17.4
339,Savannah St.,MEAC,29,7–22,85.6,104.4,.0931,44,53,24.7,24.8,30,33.7,34.2,50.5,46.2,51.9,25.2,37.1,65.5,-16.1
340,Alabama A&M,SWAC,28,8–20,92.8,113.1,.0927,44.7,50.5,21.9,18.3,35.2,36.4,41.6,41.3,45.4,50.7,29.1,33.3,63.5,-15.7
341,Maine,AE,30,3–27,92.5,112.9,.0920,46.7,55.8,21.6,19,23.5,31.7,27.7,36.6,45.5,55.6,32.6,37.4,66.6,-20.6
342,Central Connecticut,NEC,31,5–26,91.3,111.5,.0918,44.6,51.4,21.3,15.8,30.9,32.8,28.6,23.9,43.2,51.2,32.2,34.5,63.8,-21.6
343,Kennesaw St.,ASun,30,8–22,91.9,112.5,.0889,45.3,50.7,21.3,16.2,29.6,35.1,29.8,35.7,44.1,51.1,31.5,33.4,66.1,-16.6
344,UMBC,AE,30,4–26,87.4,107.6,.0837,46.3,51.2,24.1,19.7,23.5,30.5,37.2,33,45,49.6,32.6,36.1,65.1,-20.5
345,San Jose St.,MWC,28,0–28,85.7,107.2,.0708,41,54,21.6,17.8,24.1,31.8,29.1,42.9,38.7,51.8,29.4,38.8,64.6,-21.2
346,Alcorn St.,SWAC,30,5–25,90.9,116.9,.0529,43.1,52.8,17.2,18.6,30.2,35.9,37.5,39.9,43.3,50.9,28.4,38.2,67,-20.4
347,Mississippi Valley St.,SWAC,32,6–26,89.6,116.2,.0476,42.7,54.5,20.9,20.8,30.1,39.7,33,36.7,41.7,55.1,30.3,35.5,71.2,-20.5
348,Central Arkansas,Slnd,29,2–27,89.6,116.6,.0460,48.8,55,25.6,18.3,28,36.7,39.3,42.5,46.5,54.4,35.3,37.6,69.9,-22.7
349,Florida A&M,MEAC,29,2–27,83.2,115.5,.0224,41.3,53.5,21.8,18.5,26.8,35.5,37.8,34.9,40.9,54,28.3,35.1,66.4,-23
350,Grambling St.,SWAC,27,0–27,77.1,116.1,.0089,39.4,52.2,26.1,16.9,28.9,36.4,39.6,38.7,38.4,54.3,28.3,32.1,65.5,-22.1
